Rating,Review Date,Employee,Description
4.0,"Mar 04, 2015","Former  New Product Introduction Program Manager  in Redmond, Washington State",[' Best is health insurance. Stock grant maturity over 5 years; would look for less.']
3.0,"Mar 02, 2015","Former  Employee  in Seattle, Washington State","[' Good overall. Employer contributes to 401k, flexible schedule but sometimes hard to use vacation hours with work demands.']"
5.0,"Feb 27, 2015","Former  Director, Marketing Operations  in Redmond, Washington State","["" Microsoft's benefits are outstanding. Although things have been reduced somewhat over the last few years, in order to bring cost down, the company does a great job of taking care of its employees. One of the best benefits packages of any company I've worked for.""]"
5.0,"Feb 24, 2015","Former  Employee  in Redmond, Washington State",[' Great medical and 401k benefits.']
5.0,"Feb 26, 2015","Former  Senior Program Manager  in Bellevue, Washington State","[' Outstanding medical, dental, and vision coverage. Generous vacation, work-from-home OK, and 401k matching.']"
5.0,"Feb 26, 2015","Current  Employee  in Charlotte, North Carolina","[' Comprehensive - with maximum health coverage, as well as additional perks of $800 toward fitness equip/memberships.']"
5.0,"Feb 25, 2015","Current  Employee  in Seattle, Washington State",[' 401K - BEST Not enough dental - WORST']
5.0,"Feb 24, 2015","Current  Principle Dev manager  in Sunnyvale, California",[' The number of benefits that exit in Microsoft is extremely mature compared to other companies that I have explored especially for people with families']
4.0,"Feb 27, 2015","Former  Employee  in Mountain View, California","[' Formerly had what was touted by execs as ""the best benefits on the planet"" -- this changed with rising health care costs. Instead of paying monthly premiums, the high deductible PPO plan provides what is classified as approved preventative such as yearly health checkup, mammogram and standard meds to still be free. Kaiser is offered also as an option in California as well as an opt out which you can check what compensation may be offered. A non taxed health benefit account is available and is still available to you after you leave. There is a partial matching 401k and a very generous over 12k match a year for approved charitable organizations. Cash is matched1:1 and volunteer hours are paid at $17 per hour. There is also a non taxable up to $5k a year of your own money that can be applied to childcare for children up to 12 years of age. Braces benefit was $1.5k lifetime max paying out at a rate of 50%. Stock purchase program provides a 10% discount on set purchase periods twice a year via employee payroll deduction. $800 a year wellness program to buy approved equipment, approved classes or gym membership. Stock grants were phased out in favor of stock awards which vest over 5 years. Perks are more abundant in Redmond. Up to $1200 employee store or online store to buy software, hardware at employee discounts using your own money. Software is discounted more than other items. Period runs from July 1 to June 30 and then the amount is reset on July 1. Advice would be to weigh benefits vs cash compensation as Microsoft paid below industry in recognition of this.']"
4.0,"Feb 25, 2015","Current  Employee  in Redmond, Washington State","[' Health insurance benefits at Microsoft are still one of the best out there (yes, even after they changed it a couple years ago). You still pay $0 premium every month.']"
4.0,"Feb 24, 2015","Current  Employee  in Redmond, Washington State",[' Insurance is good and 401K matching is nice']
3.0,"Feb 22, 2015","Current  Employee  in Redmond, Washington State",[' Decent benefits - Better than a typical large software company but not as good as what Google or Facebook offers.']
5.0,"Feb 19, 2015","Current  Employee  in Redmond, Washington State",[' Great 401K program and HSA benefits are the top of the list while the stay fit demonstrate Microsoft focus on employees health and work life balance.']
5.0,"Feb 20, 2015","Current  Employee  in Seattle, Washington State","[' Stay fit ($800 a year to spend on gym membership, classes or equipment) is a great perk!']"
5.0,"Feb 16, 2015","Current  Employee  in Dallas, Texas","[' Pros: ""stay fit program, $800 a year towards keeping healthy"", access to world class technology, ahead of the curve on technology Cons: Managers in all business divisions discriminate against working from home. Predominately male environment, which leads to non-inclusiveness and understanding about work life balance. Less penalty is needed also for sick and vacation time - being sick should not be counted against your work statistics! Only 10 days of sick time per year.']"
5.0,"Feb 12, 2015","Current  Employee  in Denver, Colorado","[' Lots of options, easy to manage.']"
5.0,"Feb 12, 2015","Current  MS IDC Intern  in Redmond, Washington State",[' Job in Microsoft and live US']
4.0,"Feb 19, 2015","Former  Employee  in Seattle, Washington State",[' everything is good in micosoftword']
4.0,"Feb 18, 2015","Current  Employee  in Redmond, Washington State","[' Best parts of the benefits package are parental leave, generous vacation time (especially for long-term employees), flex-time (on most teams), and tele-commute options (depends on manager but is common for many positions).']"
4.0,"Feb 18, 2015","Current  Employee  in Redmond, Washington State","[' Worst - the new high-deductible health care insurance. So much paperwork, so time-consuming to file claims and pay providers, confusing to file for taxes, etc. On top of it all, if you have a family or chronic illness, you burn through all of your deductible early in the year - but you have to pay it all upfront, so you better have substantial savings socked away to cover it.']"
4.0,"Feb 18, 2015","Current  Employee  in Dallas, Texas","[' Not as good as the free medical that used to be offered, but still quite competitive from what I can tell.']"
4.0,"Feb 12, 2015","Current  Employee  in Bellevue, Washington State",[' Decent package. Not sure how it compares to other companies.']
5.0,"Feb 10, 2015","Former  Solution Manager 2  in Seattle, Washington State","[' Excellent benefits, generous vacation starting with 3 weeks...']"
5.0,"Feb 06, 2015","Current  Senior Program Manager  in Sunnyvale, California","[' Bonus, health package, and commute benefits are awesome. No free food in the cafeteria. And, stock awards/options are not worth much.']"
5.0,"Feb 05, 2015","Former  Software Development Engineer In Test (SDET) II  in Redmond, Washington State","["" Basically everything is covered, and engineers don't need to worry""]"
5.0,"Feb 05, 2015","Former  Employee  in Seattle, Washington State",[' Great healthcare package however it is not the best.']
4.0,"Feb 05, 2015","Current  Principal Group Program Manager  in Sunnyvale, California","[' Best: - Employee discount for SW products is fantastic - 50% off - $800 / year StayFit benefit - can buy sporting gears, fitbit, Kinnet games, etc. - Free gym membership (for my location) Worst: - No free food / snacks - not at par w/ some competitors - No free mobile phone service for employees - not at part w/ some competitiors']"
4.0,"Feb 10, 2015","Current  Lawyer  in Redmond, Washington State","[' We have an awesome onsite health clinic in Redmond. Doctors, chiropractors, physical therapy, pharmacy']"
4.0,"Feb 10, 2015","Former  Executive Business Administrator  in Redmond, Washington State","[' Best: comprehensive benefits package, lots of perks Worst: the red-tape and confusion surrounding the HSA and health care plans, the difference between low and high-leveled employees (e.g. sabbaticals, stock, and bonus opportunities)']"
4.0,"Feb 10, 2015","Current  Customer Success Manager  in Washington, District of Columbia",[' Pros- Extra benefits for healthy lifestyle expenses and also discounts on Microsoft products and software. Cons - Health insurance is a unique set up and can cause confusion and long phone calls talking to the provider regarding reimbursement of bills.']
